map_0000#1270		An Old Amber was just laying half-buried in the snow in front of us!
map_0000#1271		Unfortunately, a child came and claimed the item as 'his treasure' that he had dropped.
map_0000#1272		But could there be more Old Amber somewhere here?
map_0000#1273		As you might know, Ametrine City is somewhat renowned for its technological prowess.
map_0000#1274		One of the few industries that can be maintained in such climate.
map_0000#1275		Occasionally, in sorting through the computers, you find some strange things!
map_0000#1276		Today we've found a machine that can actually alter the form of a specific Pokémon!
map_0000#1277		It requires a Data Chip to work, but if you have one, you can freely use it at any time!
map_0000#1278		Today, we're back in Reborn City, peeping the Pokémon that are once again popping up all around the region!
map_0000#1279		And let me tell you, Trainers, I've already had my Sawks Knocked Off by the sheer volume and strength that resurfacing wildlife has been showing.
map_0000#1280		Just the other night, we were traveling in the Jasper Ward and we came across-- you won't believe it--
map_0000#1281		A huge, fully evolved Ampharos, nightlight tail-wagging like a pendulum as it lumbered around the quiet city streets.
map_0000#1282		Seeing something so peaceful return to this city after so long was a truly sublime experience.
map_0000#1283		Not only that, but reports of such powerful Pokémon peacefully returning to the area have been pouring in recently.
map_0000#1284		Once upon a time, it was thought that the wildlife had fled the tainted Reborn City.
map_0000#1285		It turns out, it was just waiting until the day it could return.
map_0000#1286		Here on Reborn's Pokémon Watch, we've been dipping our toes and our lures into a newly purified Azurine Lake.
map_0000#1287		Reborn's Water Treatment Center seems to have bounced back with an unexpected vigor, 
map_0000#1288		Working overtime to clear out every bit of muck from the once-sullied waterland.
map_0000#1289		Meanwhile, the Pokémon have responded in kind.
map_0000#1290		How they survived the toxic onslaught of pollution past may remain a mystery to us humans for all time,
map_0000#1291		But there's no denying the numerous species fishers are rejoicing to see in their lake once again.
map_0000#1292		Just this morning, one of our crewmen fished up a whole Eelektrik!
map_0000#1293		We would've loved to show you the footage, but unfortunately the Pokémon's Electric attack fried our video feed.
map_0000#1294		Still, there's definitely more out there in the depths than we could have possibly expected. 
map_0000#1295		We've been chasing a rare specimen through the sewers under the city!
map_0000#1296		When exploring the recently reactivated Water Treatment Center for any signs of life, we came across none other than the ultra-rare Goomy!
map_0000#1297		Of course, when pursuing it, the Pokémon hopped into one of the pipes and slid its way out of grasp into a back room.
map_0000#1298		Perhaps some other Trainer will be able to plunge this purple Pokémon from the pipeline,
map_0000#1299		But we here are hunters, not plumbers. 
map_0000#1300		And it still smells down there.
map_0000#1301		Bad.
map_0000#1302		We're out in full force in the Tourmaline Desert and its surrounding areas today!
map_0000#1303		The desert itself is, as many would expect, considerably empty-- 
map_0000#1304		But for Trainers willing to venture off the beaten path, who knows what may be in store for them?
map_0000#1305		We've been searching for a while now and have come to a very strange place indeed where the sky is--
map_0000#1306		What?!
map_0000#1307		Are you okay!?
map_0000#1308		Hey! Hey, answer me!
map_0000#1309		One second--
map_0000#1310		Sorry, viewers, for the distorted footage!
map_0000#1311		As our cameraman was filming, something just fell out of the tree above him and knocked him clean out!
map_0000#1312		Hold on, let me--
map_0000#1313		Gosh, how does he carry this thing everywhere--
map_0000#1314		There! You can see it!
map_0000#1315		It's a Ferroseed!
map_0000#1316		Who knew that a Pokémon like that would be hiding in a tree here of all places!
map_0000#1317		Okay, anyway, our crewman needs medical attention, so we'll be going now!
map_0000#1318		For instance, we may have just made the discovery of our careers!
map_0000#1319		We're here among the sands right now, and we've discovered, in our very own Reborn Region--
map_0000#1320		Real--
map_0000#1321		Live!
map_0000#1322		Legendary Pokémon!
map_0000#1323		In fact, this place is teeming with them!
map_0000#1324		Yet, say, how did we get here anyway...
map_0000#1325		We passed this very spot several times before and there was nothing here before--
map_0000#1326		But now the water is clear and this little thing is just adorable--
map_0000#1327		Say, if we couldn't see it before, maybe it chose us?
map_0000#1328		In that case, perhaps it's disrespectful to broadcast it...
map_0000#1329		Mmm... Sorry, Trainers, it seems this isn't a place you'll be able to get to normally!
map_0000#1330		Even so--
map_0000#1331		In fact, just last night we were camping up on Teknite Ridge, a span of mountains that towers over Tourmaline!
map_0000#1332		What we saw was beyond stunning!
map_0000#1333		I was woken up by my partner as he was filming the most marvelous meteor shower I'd ever seen!
map_0000#1334		We watched from the safety of a cave as sparkling stars dotting the skies fell and crashed into the peaks around us--
map_0000#1335		But imagine our surprise when we found that those lights weren't meteors at all-- but Pokémon!
map_0000#1336		That's right, it's Minior, come down from the heavens to say hello!
map_0000#1337		Judging by the craters all over the ground, this may be a common location for them anyway!
map_0000#1338		And yet, by morning they had all gone already.
map_0000#1339		Still, now you know-- Teknite Ridge is a place worth visiting at night if you want a Pokémon like this!
map_0000#1340		Today we're exploring the northeast area of the Carnelia Region around Route 4 and Agate City!
map_0000#1341		What kind of Pokémon might live up here? Let's see what we can see!
map_0000#1342		And sure enough, there's certainly something worth seeing up here already... 
map_0000#1343		It's a Scyther!
map_0000#1344		This much sought-after Pokémon appears to appear only rarely up here, but rest assured, the beauty is alive and well!
map_0000#1345		That Scyther in particular has flown the coop, but it appears to be taking off for greener pastures...
map_0000#1346		Perhaps they prefer a warmer environment after all?
map_0000#1347		We were traversing down the route here... And don't you know, all of these cliffs and waterfalls make for a bumpy adventure!
map_0000#1348		Unfortunately we had a little accident, and half of our equipment ended up washing downstream!
map_0000#1349		But we are well and safe and the other half has gotten some better work for it-- look there!
map_0000#1350		Our little detour has led us straight into the heart of a nest of Snivy!
map_0000#1351		Oh, and there's a Serperior too!
map_0000#1352		Who knew what going off the beaten path could find!
map_0000#1353		Sometimes all you need is a little spill!
map_0000#1354		I gotta tell you guys, we just had the fright of our lives!
map_0000#1355		We came upon an abandoned building out here in the frosted hills, and so we thought we'd have a look inside to see if there were any Pokémon...
map_0000#1356		That's not a question we can answer because we ended up turning tail and running for our hides after being accosted by a machine!
map_0000#1357		This red-eyed machine seemed determined to put down anyone for just a little provocation, but could there be something behind it?
map_0000#1358		We tripped the power cable and shut it in as we left, so maybe there's no telling--
map_0000#1359		But for the brave, who knows what might be in store?!
map_0000#1360		Happy hunting, Trainers! And may the RNG be ever in your favor!
map_0000#1361		And now our local forecast for Reborn City!
map_0000#1362		Coming out of the dry spell we've just had, we can expect these high temperatures to finish out in the next day or two.
map_0000#1363		The scattered showers we've been seeing recently will be fading out over the next day or so.
map_0000#1364		The high winds and showers we've had over the last few days will be winding down soon.
map_0000#1365		Expect this rainstorm to fall off shortly, as easterly winds carry new horizons to us.
map_0000#1366		We've finally got some weather coming in for us over the next few days!
map_0000#1367		This blizzard may finally be letting up over the next few days!
map_0000#1368		This sun has provided a respite from the rocky weather lately, but that may not continue to be the case.
map_0000#1369		Hot weather is following, with high winds and temperatures alike.
map_0000#1370		Scattered showers should be rolling in over the next few days.
map_0000#1371		However, count on high winds and mild rain storms filling in in the next few days.
map_0000#1372		But, cold weather is rolling in for us, with temperatures staying low for the next few days.
map_0000#1373		But, cold weather is rolling in for us, with light snowstorms and rain over the next few days.
map_0000#1374		Nonetheless, clear weather is predicted to follow this bout, so look forward to the next few days!
map_0000#1375		Not all will stay well though, as a blizzard seems to be headed straight for Reborn City!
map_0000#1376		We will be seeing some varied weather therefollowing though, so stay tuned!
map_0000#1377		We will be leading in with some light snow and erratic weather therefollowing, so stay tuned!
map_0000#1378		We'll have updates for you over the next few days. 
map_0000#1379		We'll be seeing a spike in temperature over the next few days with clear skies, high winds, and more sun than you can shake a Solar Beam at.
map_0000#1380		We'll be kicking off with light rainstorms all across the city.
map_0000#1381		Don't fret though, because those storms will soon give way to clear skies and sunny days!
map_0000#1382		Temperatures are dropping over the next few days as we come to the intersection between rainy and gusty.
map_0000#1383		Expect scattered showers on and off throughout the next few days!
map_0000#1384		Over the next few days, we could be seeing an entourage of rain!
map_0000#1385		The incoming storm is expected to last just a few days, so grab those umbrellas and buckle in!
map_0000#1386		Reborn is seeing some snowfall right now, but this dusting is not going to last through the week.
map_0000#1387		Temperatures will begin to rise over the next few days, with snow turning into rain. Nonetheless, this downpour shows no signs of stopping!
map_0000#1388		Temperatures are at a record low right now, but the skies are clear, so if you plan on heading out, make sure to bundle up!
map_0000#1389		There's no time like snow time in Reborn City! With how much it's coming down, you'd think we were in Ametrine!
map_0000#1390		Though accumulation is negligible, this blizzard is expected to last consistently throughout the next few days.
map_0000#1391		Easterly winds will be coming in over the next few days, bringing rain with them!
map_0000#1392		The storm is not expected to last, however, and we should be back to sunny days in no time at all.
map_0000#1393		Light snowstorms start us off this week, with high winds coming in, followed by scattered showers.
map_0000#1394		There is a silver lining after this tumultuous weather though: expect sunny days coming up just around the corner.
map_0000#1395		Stay warm and keep on, Reborn City! 
map_0000#1396		Keep cool and carry on, Reborn City! 
map_0000#1397		The Powder spoiled from being shaken on the unstable rock!
map_0000#1398		AYA: I know I'm not good for very much, but I'd appreciate if you didn't use me as a meat-shield.
map_0000#1399		AYA: The others will be okay, right?
map_0000#1400		Uh, don't tell them that I asked.
map_0000#1401		AYA: It'll be a straight shot, they said.
map_0000#1402		It's right around the corner, they said.
map_0000#1403		AYA: Hey.
map_0000#1404		Uh, thanks for putting up with me.
map_0000#1405		Don't get the wrong idea! I just felt like it was the thing to say.
map_0000#1406		And now for this week's forecast for Reborn City!
map_0000#1407		We've got clear skies over the weekend, but we're looking at high temperatures on Tuesday.
map_0000#1408		Fortunately, this won't last long as strong winds on Wednesday are going to blow in a storm system which will take hold for a couple days.
map_0000#1409		We've got a storm system hitting us mid-week. Clearing up a couple days later, we risk intense sun mid-day Saturday, but that'll clear out from Sunday's high winds!
map_0000#1410		We're in for a rainy week! Starting Wednesday, we're looking at a huge storm system coming in. Thunderstorms Thursday and lingering showers until strong winds clear it out for us on Saturday.
map_0000#1411		This week is gonna be hot, hot, hot! We've got clearskies all week, but that stagnant air in the city is likely to weaken the local atmosphere resulting in spiking temperatures in the city over the weekend! Fortunately we expect some high winds on Sunday to come in and clean out the air, so we should be back to normal afterwards.
map_0000#1412		Scattered showers this week! Look out for slight rainstorms on Monday and Friday, as well as high winds on Tuesday!
map_0000#1413		We're looking at a pretty clear week here in Reborn! We've got high winds on Monday and Thursday, but otherwise this is an ideally calm week!
map_0000#1414		We've got quite the system coming our way! Clear skies Friday and Saturday, but some pretty intense heat coming in Sunday, followed by high winds on Monday and then from there out it is rain, rain, rain! The intense thunderstorm is expected to last two days, tailing off on Thursday.
map_0000#1415		Take care, Reborn City!
map_0000#1416		Can't use that here.
map_0000#1417		\PN showed the Application to Mannie.
map_0000#1418		MANNIE: Whatcha got there, pal?
map_0000#1419		A construction job?
map_0000#1420		It's just like when we were helping out with the city on our own,
map_0000#1421		But it pays?!
map_0000#1422		Man, I can do that!
map_0000#1423		That sounds dope! It'll be like that time, right?
map_0000#1424		I'll fill this out right away. Thanks!
map_0000#1425		This is way too complicated for me, buddy!
map_0000#1426		There's no way I could do a job like this. 
map_0000#1427		I always gotta be told what has to be done next, like it was when we were rebuilding the city.
map_0000#1428		Isn't there anything like that?
map_0000#1429		\PN showed the Application to Kriz.
map_0000#1430		KRIZ: Huh? That's...
map_0000#1431		An application for The Spyce...
map_0000#1432		A line cook position?
map_0000#1433		That's-- no good. I don't know how to cook lines.
map_0000#1434		Then again, I can cook other stuff. I cook every day!
map_0000#1435		So maybe, just maybe, there's a chance I can learn to cook up some tasty lines too!
map_0000#1436		Okay! I'll give it a go!
map_0000#1437		Don't wait for me!
map_0000#1438		Just a job application, right?
map_0000#1439		I already told you, I don't have any skills employers would want.
map_0000#1440		All I do is make food and sleep. And roll with the Magma Gang.
map_0000#1441		Don't worry about someone useless like me.
map_0000#1442		\PN showed the Application to DeFacto.
map_0000#1443		DEFACTO: And what have you procured now?
map_0000#1444		An application for the Beryl Library...
map_0000#1445		Since when was there a library there?
map_0000#1446		I suppose I've already learned one good thing now, haven't I?
map_0000#1447		All right, I acquiesce. This sounds intriguing.
map_0000#1448		I'll pay them a visit. See ya.
map_0000#1449		Some other kind of meaningless recruitment paper?
map_0000#1450		How blase.
map_0000#1451		There's nothing to be learned from something like that.
map_0000#1452		I'd much rather be somewhere I could engorge myself with knowledge.
map_0000#1453		\PN showed the Application to Break.
map_0000#1454		BREAK: Oh?
map_0000#1455		You want me to work at a medicine market?
map_0000#1456		For a Meganium?
map_0000#1457		Dealing substances of questionable validity to perfectly unsuspecting consumers who are more likely to believe in sigils than science?
map_0000#1458		Well.
map_0000#1459		Then you found the right person for the job.
map_0000#1460		I won't waste a minute. Ta-ta!
map_0000#1461		How fascinating!
map_0000#1462		It's scrap paper!
map_0000#1463		Laced with ink!
map_0000#1464		I do love the smell of freshly laden ink. 
map_0000#1465		Especially after you smell too much of it and start getting loopy. It'll knock you right out!
map_0000#1466		That's the best! Maybe not healthy! 
map_0000#1467		If you want health, try valerian root. Guaranteed to KO-- plus some health benefits!
map_0000#1468		Only problem with that one is, it smells like the south end of a north-facing Skuntank!
map_0000#1469		\PN showed the Application to Pierce.
map_0000#1470		PIERCE: ...
map_0000#1471		Apophyll Beach, huh?
map_0000#1472		Beats the city.
map_0000#1473		I'll go.
map_0000#1474		A library, huh?
map_0000#1475		It's quiet, I'll give you that.
map_0000#1476		But people need help all the time.
map_0000#1477		Asking where books are, or for recommendations...
map_0000#1478		I don't want to deal with that.
map_0000#1479		So forget it.
map_0000#1480		Too loud.
map_0000#1481		Too many people.
map_0000#1482		Forget it.
map_0000#1483		\PN showed the Application to Darm.
map_0000#1484		DARM: Hmph!
map_0000#1485		A circus job!?
map_0000#1486		No way that's for me. 
map_0000#1487		Then again, it could be fun to be show off in front of so many people...
map_0000#1488		Lemme see that.
map_0000#1489		"Requirements: Arm-wrestle"?!
map_0000#1490		You can get a job for arm-wrestling some shmuck?!
map_0000#1491		Who cares about the job? This a personal CHALLENGE now!
map_0000#1492		I'm off!
map_0000#1493		A job like this is way below my strength!
map_0000#1494		I should be dazzling people with muscles, not taking orders or selling things!
map_0000#1495		That's what POWER is all about!
map_0000#1496		Wonder and excitement! A true show!
map_0000#1497		Find something like that, and then we can talk!
map_0000#1498		\PN showed the Application to Razzy.
map_0000#1499		RAZZY: What'd you find? Anything interesting?!
map_0000#1500		What? A company job? That's totally boring...
map_0000#1501		Connected to the Sweet Kiss Candy Shop?!
map_0000#1502		You think they sell rock candy? I haven't had that since I was a kid!
map_0000#1503		Oh! What about Red-Hots?!
map_0000#1504		My grandma used to make a killer applesauce that she'd flavor using blended Red-Hots!
map_0000#1505		This sounds awesome! Count me in!
map_0000#1506		Woah, a circus?!
map_0000#1507		That sounds radical!
map_0000#1508		But it's out of Reborn City...
map_0000#1509		There's no way I could work at a place like that.
map_0000#1510		Is there anything else?
map_0000#1511		Huh? This doesn't sound interesting at all!
map_0000#1512		Isn't there something close by that's upbeat and exciting?
map_0000#1513		Good food would be a plus too! 
map_0000#1514		Wait, can you eat on the job?
map_0000#1515		\PN showed the Application to Nihil.
map_0000#1516		NIHIL: Don't bother.
map_0000#1517		The Nightclub's hiring.
map_0000#1518		All right, fuck you. You win.
map_0000#1519		I'll go and check it out.
map_0000#1520		And uh, 
map_0000#1521		Thanks, I guess. 
map_0000#1522		Weren't you listening? I said don't bother.
map_0000#1523		There's not a job in this whole city cool enough for me.
map_0000#1524		Isn't that obvious? 
map_0000#1525		There's not many places you'd expect to see someone as exclusive as me working.
map_0000#1526		So just drop it already. You heard it?
map_0000#1527		\PN showed the Application to Archer.
map_0000#1528		ARCHER: Hmm...
map_0000#1529		Silph Co. requires at least two years of business management experience...
map_0000#1530		Well, seems like the Aqua Gang's been quite the profitable business, hasn't it?
map_0000#1531		Ahh, that title won't do. I'll just quickly rebrand the now-empty group to Aqua Incorporated.
map_0000#1532		It should make a fine qualification, and I'm more than capable of brushing aside the details.
map_0000#1533		This job will suit me perfectly, thank you.
map_0000#1534		You've been a true friend to us all.
map_0000#1535		Please take this as a final parting gift.
map_0000#1536		It was one of the Pokémon we liberated from the Magma Gang.
map_0000#1537		The item it's holding is just a personal selection from me.
map_0000#1538		ARCHER: Farewell, \PN.
map_0000#1539		Oh, and don't mind if I list you as a professional reference.
map_0000#1540		Is this really the best out there?
map_0000#1541		Compared to many of the other guys, I would hope I'd be able to get something a little more significant.
map_0000#1542		I've also managed to keep my record fairly clean, so that shouldn't be a problem.
map_0000#1543		Was there, by chance, anything more profitable?
map_0000#1544		ARCHER: Mm? Have you finished with the others already?
map_0000#1545		They should be the top priority right now.
map_0000#1546		While it's true that I will be looking for employment myself shortly, I would rather ensure they all have positions first than risk taking one from them.
map_0000#1547		\PN showed the Application to Maxwell.
map_0000#1548		MAXWELL: Let's take a look!
map_0000#1549		SOLICE? Never heard of this place before.
map_0000#1550		But the work they do seems to be exactly the sort of thing I'm looking for.
map_0000#1551		Nice catch, \PN!
map_0000#1552		I knew I could count on you!
map_0000#1553		Let's see... They require 2 years of social work experience?
map_0000#1554		I'd say the Magma Gang's work has been pretty social. That should be no problem!
map_0000#1555		Anyway, thanks for stickin' it out with us.
map_0000#1556		When you first showed up in our humble ol' alley, I had no idea you'd be the kind of person that you were.
map_0000#1557		But by now, I've heard the rumours about you. 
map_0000#1558		It took me too long to even connect them to the person I knew, but you're the one who everyone says has been saving Reborn, right?
map_0000#1559		And you don't care about the glory at all, do you?
map_0000#1560		Magnificent bastard.
map_0000#1561		Take this with you. 
map_0000#1562		It's a final "Thank you" gift we got from the Aqua Gang.
map_0000#1563		Oh, and the item is just a little bonus I threw in.
map_0000#1564		MAXWELL: See you around!
map_0000#1565		And don't you dare ever let your glory slip away, baby!
map_0000#1566		Hmm...
map_0000#1567		I don't want to be rude, since you've gone through all this trouble...
map_0000#1568		But where's the glory in this?
map_0000#1569		If it's just another normal job, I don't know whose life I can really make a difference in that way.
map_0000#1570		Of course, I'm willing to wait until a position where I can make a direct difference opens up.
