map_0039#49		UNCROSSING THE TIMELINES...
map_0042#24		There was no room for Aron.
map_0042#25		ARON: ...
map_0042#26		It seems to be looking back at the ground and won't respond.
map_0042#27		Hey stranger, you know those online quizzes?
map_0042#28		Like "What's your true soul color?" or "Which Go-Rock Quad member would date you?"
map_0042#29		So I found one of those on this old website for "What Pokémon Type are you?"
map_0042#30		Apparently every single type and combination is possible.
map_0042#31		I already took it for myself, but I wanna see if other people really get that many different answers.
map_0042#32		I'm Normal/Flying, bee-tee-dubs.
map_0042#33		Do you wanna try it?
map_0042#34		Fair warning, it's like 36 questions long because apparently the writer doesn't know when to quit.
map_0042#35		But wanna take the quiz anyway?
map_0042#36		Wanna take that quiz again?
map_0042#37		Wanna take that "What Pokémon Type are you?" quiz?
map_0042#38		Sweet! Okay, let's go.
map_0042#39		Let's start simple.
map_0042#40		What's your favorite color?\ch[62,-1, Red, Yellow!, Green, Blue, Orange, Purple, Pink, White, Black]
map_0042#41		What kind of weather do you find most appealing? \ch[62,-1, Clear and sunny!, Rain is comforting, A sandstorm would be awesome, Snow is pretty!, A relaxing overcast, I love when it's windy, Rainbows. Rainbows everywhere., I don't have a favorite weather., Hail is super cool!]
map_0042#42		What is your idea of "Success"?\ch[62,-1, Having lots of great friends!, A stable and progressive career, Lots of money, Finding true love, Success is when you stop chasing it, Being famous!, Enlightenment and acquisition of knowledge, Prestige; Reputation; Respectability, Anything as long as you're happy]
map_0042#43		What are you most afraid of?\ch[62,-1, I'm not afraid of anything, Rejection, Bugs are gross!, One specific very uncommon thing..., Losing those close to me, Missing out, Of staying the same forever, Myself, Like I'd tell you!]
map_0042#44		Which best describes you?\ch[62,-1, I have friends but I'm still lonely, I'm always trying to run away, Others always misunderstand me, I drive everyone away, I end up regretting a lot of things, I'm not good enough at anything, Most people just ignore me, Others need to get on my level, Everything is pointless.]
map_0042#45		How do you feel about relationships?\ch[62,-1, Like I always need to be in one, Who cares?, It would be nice to be cared for..., They're too often just a distraction, I do better alone., They can add a lot to life!, Thanks for reminding me :c, Self-acceptance is more important, I like having someone to look after]
map_0042#46		What's your ideal partner like?\ch[62,-1, Stable and level-headed, Hopeless romantics are cute, Romance is a capitalistic fabrication, I like the bad-ass types!, Rational and supportive, Someone who I can help find their voice, Honest and direct, Dreams big and chases hard, Someone who can keep up with me.]
map_0042#47		What are your ideal friends like?\ch[62,-1, Absolutely inseparable, Just around when I need them, Talk to me often but don't cling, We can just hang whenever, Loud and fun; likely to get into trouble!, Just one or two who know everything, I like knowing lots of different people, Ideally? I don't need friends, Always mutually supportive]
map_0042#48		How do those compare to your real friends?\ch[62,- 1, They usually are too chaotic..., We don't see eye-to-eye often, I'm content with my real friends, They don't know how much I miss them, They usually ignore me., My "real friends" dislike me, I love my friends and want to adopt them!, ...What real friends?, I'm usually keeping them together...]
map_0042#49		Oh no! A Ninetales' curse has turned you into a Pokémon!
map_0042#50		You've been cast out of your home and forced to live in the wild.
map_0042#51		How do you pass the time as a Pokémon?\ch[62,-1, Find food and shelter ASAP, I wanna explore!, I'd go look for some friends?, Time to try out my battling skills..., Just sleep I guess, Time to study Pokémon from their world!, Gonna go hunt that Ninetales..., I'll still find a way to be on the computer., There are so many ways to play now!]
map_0042#52		You just saw some other Pokémon in the area!
map_0042#53		How do you react to them?\ch[62,-1, Ignore them., Leave. It's not worth the trouble., Run away!, Just watch from afar, I'd watch but secretly hope they approach..., I'd go and see what's up, I'd introduce myself right away!, Skip the introductions-- let's play!, That depends on exactly what they're doing.]
map_0042#54		Suddenly the wild Pokémon get into a fight with each other!
map_0042#55		It's your first time seeing a battle from a Pokémon's point of view!
map_0042#56		What do you do?\ch[62,-1, Get excited! Let's brawl!, Stay away; it's kind of scary, Consider the ethics of Pokémon battles..., Try to resolve the situation peacefully, Observe and pity the loser, It makes no difference to me anyway, It seems fun! Join in right away!, Wait for a chance to test your own skills, Study their technique to improve]
map_0042#57		After one of the Pokémon is knocked out, a human finds it and takes it away.
map_0042#58		After the harsh battle, another human shows up and immediately captures the Pokémon that defeated it.
map_0042#59		As a Pokémon, how do you feel about Trainers?  \ch[62,-1, Having to do anything they say is scary, Having the company seems nice!, Pokémon capture must be unethical..., You just have to find the right Trainer., brb gonna go get a trainer rq, I don't need a Trainer to be awesome, The same as I did as a human, Regretting ever having captured Pokémon, I'd love to meet a lifelong companion!]
map_0042#60		You meet some Pokémon of your same species, and tbh they're kinda cute!
map_0042#61		What do you do?\ch[62,-1, I'd introduce myself properly, No introductions; only play!, Keep my distance since I was human..., Maybe we can discuss Pokémon life?, I'd bring them food as a gift!, Just ignore them..., Play a prank as an excuse to talk~, 'Cute' is a shallow judgment. Irrelevant., I don't want to bother them.]
map_0042#62		Uh oh! Suddenly a wild Houndoom appears and starts bullying the cute Pokémon!
map_0042#63		What will you do?\ch[62,-1, Tactical retreat!, Jump in and defend them!, Wait patiently for the right moment..., Taunt it away from the other one!, Pretend to be on its side; then strike!, I challenge it to an honest fight, Offer to help the Pokémon first, Not my problem., Hold on! Can't we talk this out?]
map_0042#64		Good news! The Houndoom left the other Pokémon alone...
map_0042#65		...But now it's onto you instead!
map_0042#66		What's the plan?!\ch[62,-1, Keep it busy so the other can escape!, Forget it! Go back to the other Pokémon!, Bring it on., I will be the sacrifice..., Work together with the other one!, Intimidate Houndoom into quitting, Calm it down and solve the conflict, Duh-- Run!, Trick it with human knowledge!]
map_0042#67		One way or another, Houndoom is gone.
map_0042#68		But just after you've been attacked, a wild Trainer appears!
map_0042#69		He sees you're weak, and captures you immediately!
map_0042#70		How do you feel about captivity?\ch[62,-1, FML., New friend!!!, I just hope he's good., I think I'll miss the wild..., Just let me out of the stupid Pokéball, Company might not be so bad, It's an opportunity to get stronger!, Running away ASAP, Costs and benefits remain to be seen.]
map_0042#71		Your new Trainer, Elliot, decides he wants you to get stronger.
map_0042#72		He goes out and challenges the first Trainer he sees, and next thing you know you're facing off against a very strong-looking Greninja!
map_0042#73		In fact, it seems to be around 20-30 levels above you!
map_0042#74		What will you do?\ch[62,-1, ...I'll do my best!, Can I just forfeit?, Quit. Bye., Level doesn't matter! Let's fight!!!, I must learn to overcome this difference, I choose to have faith in my Trainer, Ask how many Potions Elliot has..., Perhaps we're being switch-trained?, Elliot's an idiot.]
map_0042#75		Unfortunately, and perhaps predictably, your battle with Greninja goes poorly.
map_0042#76		Elliot thinks you need to fight some weaker Pokémon to get stronger instead.
map_0042#77		The next thing you know, you're up against a baby Skitty.
map_0042#78		It seems to just be fresh out of the egg, let alone hardly a match.
map_0042#79		Elliot commands you to go all-out.
map_0042#80		What do you do?\ch[62,-1, KO it. Sucks to suck., I refuse to attack!, Attack but as gently as possible, KO it and suffer the guilt, Befriend the Skitty and play instead, Attack Elliot for being dumb, Teach the Skitty to play dead instead, Pretend to attack but miss on purpose, I will do as I am told.]
map_0042#81		Elliot finally gets a sense of your power level, and begins to match you against more appropriate opponents.
map_0042#82		In a heated battle with a Persian, you score a strong hit, nearly KOing your opponent.
map_0042#83		But suddenly, Persian's Slash scores a critical hit, robbing you of an otherwise clean win!
map_0042#84		How do you feel after the loss?\ch[62,-1, Mad at myself. I let it happen., Pissed at Persian, Indifferent. It happens., I'd feel sorry at first and then get over it, The next Persian I see will feel it., I'll just have to do better next time., Elliot should have accounted for that., I should've been ready for the crit., I feel like getting ice cream!]
map_0042#85		Elliot just picked up a brand new TM he wants to teach you to help you get stronger!
map_0042#86		It's the TM for Explosion.
map_0042#87		How do you feel about that?\ch[62,-1, The Trainer knows best., You're kidding right?, Was this TM ethically reviewed?, Power attacks are nice but..., Clearly Elliot doesn't care, Elliot is denser than lead., I refuse to learn the move!!!, I'm hoping someone will save me..., BOOOOOOM!!!!!]
map_0042#88		Elliot just caught a low-level Gothita!
map_0042#89		He tries her out in a few battles, but she's not doing too well.
map_0042#90		In fact, she can hardly get in one or two hits before being KO'd.
map_0042#91		At a rare break, Gothita asks if she's doing something wrong.
map_0042#92		What do you tell Gothita?\ch[62,-1, She just needs to evolve, Elliot's just an idiot., She's perfect as is!, Use her emotions as strength, Maybe we can train together!, She needs to work harder, She needs to stop complaining, Everyone starts somewhere., Whatever happens happens.]
map_0042#93		An Ace Trainer named Brian appears and challenges Elliot to a Double Battle!
map_0042#94		It's Elliot's first one, and yours too.
map_0042#95		He opens up by sending you out alongside Gothita!
map_0042#96		You know Gothita won't survive more than a single attack.
map_0042#97		What do you do?\ch[62,-1, Put her on back and carry, Keep a positive attitude, Protect Gothita at my own risk!, Whatever I'm told to do., Just KO the enemy first-- duh., Whatever happens will be fine, Stop the fight, Analyze how best to use her, Where's that Explosion TM?]
map_0042#98		Fortunately, Elliot realizes Gothita's in trouble and switches her out.
map_0042#99		Instead he sends in his very first Pokémon: a high level Luxray!
map_0042#100		It's obvious it outpowers you.
map_0042#101		How do you save face?\ch[62,-1, Accept failure with pride, Treat it as a test for myself, Just accept the easy win, Save face? This is Elliot's fault, Put the enemy into the dirt first, Consider it a sacrifice for Gothita, Just laugh it off!, Focus on strategy over power, It's a learning opportunity]
map_0042#102		The battle rages on!
map_0042#103		You and Luxray face off against Brian's Starmie and Skarmory!
map_0042#104		Elliot notices they're both weak to Electric attacks, so he commands Luxray to hit them both at once with Discharge!
map_0042#105		Luxray glances at you, but charges up for the hit.  Elliot hasn't even considered that you would be attacked also!
map_0042#106		How do you feel?\ch[62,-1, Please think of me!!!, Do as you must., I'll get Luxray back later., I feel that my Trainer is dumb., I realize I don't matter., Bracing for impact!, I take the hit but Luxray owes me., Gettin' mad at Luxray and Elliot both, Running. I feel like running.]
map_0042#107		Starmie, Skarmory, and yourself all manage to survive the Discharge.
map_0042#108		Both of them attack Luxray, and now all four Pokémon are really weak!
map_0042#109		Elliot, thinking that Discharge worked well, commands you to use an attack that would hit everyone on the field, KOing Skarmory, Starmie, and Luxray all at once!
map_0042#110		Will you take the kills?\ch[62,-1, A win is a win., I will do it if I'm told to., I won't take my partner down!, I'll attack but I won't like it, Luxray will still have contributed to the win, I'll sincerely apologize to Luxray first, What happens to Luxray isn't my problem, Done deal. It's revenge for the Discharge., Can't we find an enemy-only move instead?]
map_0042#111		Luxray, Starmie, and Skarmory are all knocked out and Elliot wins the battle!
map_0042#112		But now Elliot is mad at you for hurting his prized Luxray!
map_0042#113		He's even talking about releasing you because of it!
map_0042#114		How do you react?\ch[62,-1, Isn't that unfair?!, If it's really what you want..., I'm so sorry! I'll try better!, You TOLD me to do it., Pissed. Go ahead and release me!, You'd be better off without me anyway., Perhaps parting is for the best., Just take Luxray to a Pokémon Center..., Sweet mercy-- let me OUT.]
map_0042#115		On that note, how do you feel about Elliot overall? \ch[62,-1, He has a lot to learn., He's not a bad person but..., He's too immature to function., Kill me now., Maybe I can help him be better!, Elliot is an idiot., I'd rather not be alone still., I hope he trips off the edge of a cliff., He's simply not worth the time.]
map_0042#116		Elliot leaves you and Gothita out of your Pokéballs and runs away to take Luxray to the Pokémon Center.
map_0042#117		He said he needs time to think.
map_0042#118		After being mad at you, and disappointed in Gothita's poor performance, it seems like he might abandon the both of you.
map_0042#119		As Elliot leaves, Gothita begins to cry.
map_0042#120		What do you do?\ch[62,-1, I'm not getting involved here, Reassure her she didn't mess up, Offer to listen to her, Nothing-- it's not my problem, Let's run away with Gothita!, Offer Gothita some choice advice, Talk smack about Elliot to cheer her up!, Encourage her to have faith in herself, I'll cheer for her from a distance]
map_0042#121		Before Elliot comes back, you're found instead by Brian, the Ace Trainer from before!
map_0042#122		He recognizes you and takes you to find Elliot.
map_0042#123		Elliot has calmed down, and begins talking with Brian.
map_0042#124		After a little while, Brian says that he was very impressed with your performance in the battle and offers to trade his Starmie for you!
map_0042#125		Elliot thinks it over, and after a while, he accepts!
map_0042#126		How do you feel about the trade?\ch[62,-1, Did I do something wrong?, Better Brian than Elliot., Good for me but bad for Starmie, Excited! But nervous..., Who will look out for Gothita?, New friends! But I hate saying goodbye, If he lost to Elliot is he even better?, Change means good things can happen!, Can't I just be released instead?]
map_0042#127		After a few days with Brian, you find that he is more stable and mature than Elliot, but has very different methods.
map_0042#128		All of his Pokémon go through rigorous daily routines of specific repetitions and technique-honing exercises.
map_0042#129		For instance, Skarmory must practice its Brave Bird attack by landing the move on the same exact spot of a target 30 times in a row.
map_0042#130		Brian is very strict about this, what he calls EV Training, and you don't feel like you're making progress with your exercises.
map_0042#131		How do you feel about Brian's training?\ch[62,-1, Send me back to Elliot!, Repetitive. Annoying. Hate it., The work will be worth it in the long run, To do as told is my duty, I refuse to do any of it!, It was fun at first! Now I quit., There needs to be a better way than tedium., I've been waiting for this kind of structure!, I wonder if I deserve this?]
map_0042#132		After some time, Brian decides that he's going to take on a Gym.
map_0042#133		He sends you out as the glass doors to the Gym's entrance slide open, and tells you that he'll be counting on you in particular for this battle.
map_0042#134		How do you feel?\ch[62,-1, I'll work hard for the win!, We can only do our best, This is too much pressure..., Happy to strut my stuff!, It's not ALL on me... right?, Let's consider strategies in advance, Show me the victims., This is gonna be fun., I'm eager to prove my usefulness.]
map_0042#135		One ferocious Gym Battle later...
map_0042#136		You've just barely pulled through with a sliver of health and Brian's last Pokémon standing!
map_0042#137		Brian collapses to the ground in shock and relief.
map_0042#138		He's grateful that he won, but discouraged by the fact that it was so close, and there's still a whole league to go!
map_0042#139		How would you respond?\ch[62,-1, What matters is you keep learning, The Training worked so far. Keep it up., We can redouble our efforts., I'm not gonna stop getting stronger!, I'm sorry I couldn't do more, I look forward to the next close match, I collapse with him! Tired! Nerves!, Wasn't that Gym Leader super cool?!, Quitting is stupid. Make plans; do better.]
map_0042#140		After everything, what do you miss most about being a human?\ch[62,-1, Making my own decisions, Being able to speak!, Calling the shots in battle, Being a Pokémon is more fun actually, I miss other people., I don't! No responsibilities is great!, Either way is fine with me, Doing whatever I feel like!, The internet.]
map_0042#141		Back to your human self at last!
map_0042#142		Which of these traits best describes you?\ch[62,-1, Independent/Strong-willed/Confident, Reserved/Timid/High-strung, Self-assured/Independent/Rational, Light-hearted/Playful/Versatile, Energetic/Impulsive/Affectionate, Insecure/Devoted/Unique, Prideful/Tough/Solitary, Isolatory/Mysterious/Reclusive, Free-thinking/Spirited/Stubborn, Intelligent/Analytical/Creative, Optimistic/Inspiring/Kind-hearted, Intellectual/Curious/Withdrawn, Passionate/Ambitious/Quick-tempered, Wise/Confident/Imaginative, Peaceful/Caring/Compassionate, Mischievous/Misunderstood/Humorous, Understanding/Even-tempered/Subdued, Steadfast/Loyal/Tough]
map_0042#143		Final question!
map_0042#144		Just for our records to improve this quiz, what is your favorite Type?\ch[62,-1, Normal, Fire, Water, Electric, Grass, Ice, Fighting, Poison, Ground, Flying, Psychic, Bug, Rock, Ghost, Dragon, Dark, Steel, Fairy]
map_0042#145		...Whew!
map_0042#146		That took a while, but you made it to the end!
map_0042#147		Okay, let's tally up your results now!
map_0042#148	94 h	.
map_0042#149		. .
map_0042#150		. . .
map_0042#151		And done!
map_0042#152		You are a... \v[719] Type!
map_0042#153		You can see what you scored for each Type on that computer there, or see what your result means.
map_0042#154		But there you go!
map_0042#155		You know, I happened to find this Gem the other day.
map_0042#156		Since it matches you, you may as well take it.
map_0042#157		You know, the next time someone asks you for a password, you could try telling them "mononormal".
map_0042#158		You know, the next time someone asks you for a password, you could try telling them "monofire".
map_0042#159		You know, the next time someone asks you for a password, you could try telling them "monowater".
map_0042#160		You know, the next time someone asks you for a password, you could try telling them "monoelectric".
map_0042#161		You know, the next time someone asks you for a password, you could try telling them "monograss".
map_0042#162		You know, the next time someone asks you for a password, you could try telling them "monoice".
map_0042#163		You know, the next time someone asks you for a password, you could try telling them "monofighting".
map_0042#164		You know, the next time someone asks you for a password, you could try telling them "monopoison".
map_0042#165		You know, the next time someone asks you for a password, you could try telling them "monoground".
map_0042#166		You know, the next time someone asks you for a password, you could try telling them "monoflying".
map_0042#167		You know, the next time someone asks you for a password, you could try telling them "monopsychic".
map_0042#168		You know, the next time someone asks you for a password, you could try telling them "monobug".
map_0042#169		You know, the next time someone asks you for a password, you could try telling them "monorock".
map_0042#170		You know, the next time someone asks you for a password, you could try telling them "monoghost".
map_0042#171		You know, the next time someone asks you for a password, you could try telling them "monodragon".
map_0042#172		You know, the next time someone asks you for a password, you could try telling them "monodark".
map_0042#173		You know, the next time someone asks you for a password, you could try telling them "monosteel".
map_0042#174		You know, the next time someone asks you for a password, you could try telling them "monofairy".
map_0042#175		It won't obligate you into anything.
map_0042#176		It'll just make it so you'll probably find more Pokémon of that type in specific cases where you might otherwise not.
map_0042#177		Anyway, take care.
map_0042#178		You can come by if you ever wanna take the quiz again.
map_0042#179		Well, that's fine. It'll be here if you change your mind.
map_0042#180		Or have the time to sit through like forty questions.
map_0042#181		Geez, who writes this stuff?
map_0042#182		You are a:\n \v[719] Type!
map_0042#183		Normal: \v[701]
map_0042#184		Fire: \v[702]
map_0042#185		Water: \v[703]
map_0042#186		Electric: \v[704]
map_0042#187		Grass: \v[705]
map_0042#188		Ice: \v[706]
map_0042#189		Fighting: \v[707]
map_0042#190		Poison: \v[708]
map_0042#191		Ground: \v[709]
map_0042#192		Flying: \v[710]
map_0042#193		Psychic: \v[711]
map_0042#194		Bug: \v[712]
map_0042#195		Rock: \v[713]
map_0042#196		Ghost: \v[714]
map_0042#197		Dragon: \v[715]
map_0042#198		Dark: \v[716]
map_0042#199		Steel: \v[717]
map_0042#200		Fairy: \v[718]
map_0042#201		Please select a Type.\ch[62,-1, Normal, Fire, Water, Electric, Grass, Ice, Fighting, Poison, Ground, Flying, Psychic, Bug, Rock, Ghost, Dragon, Dark, Steel, Fairy]
map_0042#202		Normal Types are usually light-hearted and easy- going people.
map_0042#203		Like everyone else, they have their flaws and insecurities, 
map_0042#204		But perhaps uniquely, they're able to accept themselves and others in spite of their flaws, and are experts at making the best of situations both good and bad.
map_0042#205		Fire Types are all about passion and ambition.
map_0042#206		They're earnest and active. When they want something, they go for it all-out.
map_0042#207		There's no better go-getter, but Fire Types risk pushing themselves too hard and burning out.
map_0042#208		They're great at getting things done, but when it happens, it's sure to be on their schedule and no one else's.
map_0042#209		Water Types are masters of going with the flow.
map_0042#210		Balancing cool rationality with a deep understanding of their own and others' emotions, they're adept at understanding all sides of a conflict.
map_0042#211		As extremely adaptable individuals, they can adjust to any sort of scenario-- even if it would be unhealthy-- and make it their own.
map_0042#212		Electric Types light up a room!
map_0042#213		Energetic, forthright and cheerful, they bring an unrivaled spirit to any conversation.
map_0042#214		Their impulsiveness can often lead to things getting out of hand, but their positive nature lends itself to smoothing over conflicts and making a lot of fun memories along the way.
map_0042#215		Grass Types tend to put others before themselves.
map_0042#216		They go out of their way to help and soothe others, and are great contributors to making the world a more positive, peaceful place.
map_0042#217		Despite the fact that their habitual benevolence wins plenty of friends, they can also sometimes be insecure and prone to having doubts.
map_0042#218		In reality though, Grass Types are often much more cherished than they will ever realize.
map_0042#219		Ice Types are some of the most charming and unique people,
map_0042#220		But seldom do they realize it.
map_0042#221		Many Ice Types hide behind a veil of aloofness, often hiding how much they truly worry or care about others.
map_0042#222		Their cool distance serves both to entice others, suggesting an air of mystery and refinement,
map_0042#223		But at the same time, in hiding how much they truly care, they risk pushing others away and missing out on welcome opportunities.
map_0042#224		Fighting Types are models of determination.
map_0042#225		Understanding that it is not the 100th strike that cracks the stone, but the 99 that came before it, no one is better able to set their mind to a task and stick to it.
map_0042#226		Working with a tireless fervor that many others can only dream of, Fighting Types are sure to achieve whatever they pursue with enough time and patience.
map_0042#227		Poison Types are prone to resigning themselves to circumstances they don't truly wish to be in.
map_0042#228		They value others above themselves, and may give up on themselves too easily.
map_0042#229		In spite of these things, they often don't realize that they make for some of the best and closest friends that can be found.
map_0042#230		Without ever realizing their own importance, they serve vital roles in the lives of those around them, all the while slowly building themselves up.
map_0042#231		Ground Types are pragmatic and stubborn.
map_0042#232		Unphased by traditional notions of what's "right" or "best", Ground Types view life and society from the outside looking in.
map_0042#233		They prefer to remain with their ideals regardless of the consequences, which tends to work out well given how firmly rooted in results and effectiveness they often are.
map_0042#234		Flying Types are free-spirited dreamers!
map_0042#235		Always looking for bigger, better, more exciting things, they aren't necessarily bound to what they """should""" be doing.
map_0042#236		Sometimes this gets them in trouble, but some might say Flying Types have an uncanny ability to just narrowly avoid whatever dire consequences would come of their mischief.
map_0042#237		Moreover, they have a ton of fun doing whatever it is they do, and always get the last laugh.
map_0042#238		Psychic Types are intelligent and analytical.
map_0042#239		They value creativity, thoughtfulness and understanding.
map_0042#240		They often see the pattern and reasons behind events and circumstances rather than the circumstances themselves, and thus thrive individually and socially.
map_0042#241		While they can sometimes miss the forest for the trees and be extraordinarily unique in their own rites, they seem to seldom mind this.
map_0042#242		Bug Types are intellectual and reclusive.
map_0042#243		They tend to be introverted, preferring books, games, or the internet to the company of real people.
map_0042#244		The result is a surprisngly unique and refined perspective on many subjects, even if they are often unsure of how best to share it.
map_0042#245		The best among Bug Types hollow out their own place in the world with like-minded individuals who share their passions and interests in the comforts of mutual respect and curiosity.
map_0042#246		Rock Types are unshakably loyal companions.
map_0042#247		Great at listening and following directions, those who earn the respect and service of a Rock Type are especially lucky.
map_0042#248		Rock Types always stick up for their friends, faithfully serve their communities, and dutifully manage their families.
map_0042#249		Despite this, they sometimes prefer to be left to their own devices, or might struggle to tear themselves away from negative people,
map_0042#250		But the burden of loyalty, while not an easy one to bear, is an invaluable and often overlooked cornerstone of society and our friendships.
map_0042#251		While Ghost Types may appear intimidating or mean, at the end of the day, they're just practicing their sense of humor.
map_0042#252		Often a darker humor, and sometimes at the expense of others, it is seldom truly ill-meaning.
map_0042#253		Rather, cavalcades of jokes and pranks are both the sword and shield of a Ghost Type, serving to break the ice and earn favor with others, while also protecting their true, vulnerable selves from scrutiny.
map_0042#254		Truly getting to know a Ghost Type beneath the surface can be a challenge in its own right, but should someone be let in, there's a bright and magnetic soul to be found.
map_0042#255		Dragon Types aren't weighed down by "common sense", rules, or expectations.
map_0042#256		As free-thinkers who read between the lines, they have a wealth of things to offer the world and those around them.
map_0042#257		They can be intense and particular, but only because they quickly come to understand in wisdom what many others cannot.
map_0042#258		Dragon Types often struggle to make close friends, but when they do attach to people, it is never lightly, always forming an unshakable bond sure to alter each of their lives forevermore.
map_0042#259		Dark Types are the most reserved.
map_0042#260		They tend to be in conflict with both others around them and themselves, and often prefer to keep their distance as a result.
map_0042#261		Nevertheless, Dark Types have many hidden strengths, varying from person to person.
map_0042#262		Often able to do things others aren't, or with a perspective no one else would have, they can make for invaluable allies.
map_0042#263		Still, it is rare that they ever let people too close to their hearts...
map_0042#264		Steel Types don't let much get to them.
map_0042#265		Steadfast, even-keel, and direct, they know what they want, how they want it, and one way or another, they'll get it.
map_0042#266		While they can be prone to cynicism or nihilism, they often make reliable comrades and effective colleagues.
map_0042#267		Fairy Types are optimistic and inspiring!
map_0042#268		They often strive to be a source of light and goodness in their communities, making for fast friends and strong leaders.
map_0042#269		Their much-needed whimsy and creativity can often fill an emptiness where the dusts of routine and melancholy begin to settle.
map_0042#270		But for all their goodness, Fairy Types expect the same respect from others as they offer, and if one fails to return it, the backlash can be severe...
map_0042#271		Yes
map_0042#272		No
map_0042#273		All Scores
map_0042#274		Result Analysis
map_0042#275		Cancel
map_0043#0		W-whismur...
map_0043#1		Whismur is drawn to the PokéSnax in your bag!
map_0043#2		Whis! Whiswhis, whismur!
map_0043#3		The hungry Pokémon attacked!
map_0043#4		Good day. I am the owner of this lot.
map_0043#5		I'm looking for a tenant to rent this space to.
map_0043#6		If you find anyone in need of a place to stay, do refer them. 
map_0043#7		This place is great, nice find, pal!
map_0043#8		Not that I have any furniture to move in, but I'm sure I'll find a way home before long.
map_0043#9		Look, I really appreciate you helping me out here. I wanna give you something. Go ahead, take it. 'S a buddy of mine, but it'll be cool to you.
map_0043#10		Take good care of it, all right? Yourself, too!
map_0045#0		What do you need?
map_0045#1		I don't have anything to offer you, except a fight.
